Rank,Campus,Escola,Cidade,Tipo,Area,Inscritos,Timestamp,Modalidade
5,Congonhas,EE NARCISO DE QUEIROS,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
6,Congonhas,EE DESEMBARGADOR APRIGIO RIBEIRO DE OLIVEIRA,São Brás do Suaçuí - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
7,Congonhas,EE NOSSA SENHORA AUXILIADORA,Pará de Minas - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
8,Congonhas,EE INTERVENTOR ALCIDES LINS,Curvelo - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
9,Congonhas,EE PROFESSOR ASTOR VIANNA,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
10,Congonhas,EE ODILON BEHRENS,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
11,Congonhas,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
12,Congonhas,EE ASSIS RESENDE,Resende Costa - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
13,Congonhas,EE ALVIM RODRIGUES DO PRADO,Itaguara - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
14,Congonhas,EE QUEIROZ JUNIOR,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
15,Congonhas,EE DOUTOR GAMA CERQUEIRA,Belo Vale - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
16,Congonhas,CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROF LUIZ OCTAVIO PEREIRA,Belém - PA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
17,Congonhas,EE PRESIDENTE JOAO PINHEIRO,Santos Dumont - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
18,Congonhas,COLEGIO ARQUIDIOCESANO DE OURO BRANCO,Ouro Branco - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
19,Congonhas,COL POTENCIA,Conselheiro Lafaiete - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
20,Congonhas,EE LUIZ DE MELLO VIANNA SOBRINHO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Congonhas,EE FRANCISCO DO CARMO,Carandaí - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Congonhas,EE DOM CABRAL,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Congonhas,JOSE LUIZ DE SIQUEIRA PROFESSOR,Barrinha - SP,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Congonhas,EE CORONEL JOSE ILDEFONSO,Piranga - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Congonhas,EE RIBEIRO DE OLIVEIRA,Entre Rios de Minas - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Congonhas,EE ANITA BRINA BRANDAO,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
27,Congonhas,EE AFONSO PENA,Santa Bárbara - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
28,Congonhas,EE SANTOS REIS,Jeceaba - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
29,Congonhas,EE MONSENHOR HORTA,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
30,Congonhas,EM DEPUTADO SEBASTIAO PATRUS DE SOUSA,Carandaí - MG,Pública Municipal,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Formiga,IFMG - CAMPUS FORMIGA,Formiga - MG,Pública Federal,Urbana,17,2026-08-19 16:01:00.000000,SUP
2,Formiga,EE PROFESSOR JOAQUIM RODARTE,Formiga - MG,Pública Estadual,Urbana,11,2026-08-19 16:01:00.000000,SUP
3,Formiga,EE DR ABILIO MACHADO,Formiga - MG,Pública Estadual,Urbana,8,2026-08-19 16:01:00.000000,SUP
4,Formiga,EE JALCIRA SANTOS VALADAO,Formiga - MG,Pública Estadual,Urbana,8,2026-08-19 16:01:00.000000,SUP
5,Formiga,EE RODOLFO ALMEIDA,Formiga - MG,Pública Estadual,Urbana,6,2026-08-19 16:01:00.000000,SUP
6,Formiga,EE DA VILA BOA VISTA,Arcos - MG,Pública Estadual,Urbana,5,2026-08-19 16:01:00.000000,SUP
7,Formiga,EE DONA BERENICE DE MAGALHAES PINTO,Arcos - MG,Pública Estadual,Urbana,4,2026-08-19 16:01:00.000000,SUP
8,Formiga,COLEGIO UNIFOR,Formiga - MG,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
9,Formiga,EE PADRE JOSE SANGALI,Córrego Fundo - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
10,Formiga,EE JOSE TEOTONIO DE CASTRO,Lagoa da Prata - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
11,Formiga,COLEGIO LOSANGO DE FORMIGA,Formiga - MG,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
12,Formiga,EE PROFESSOR TONICO LEITE,Formiga - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
13,Formiga,INSTITUTO ESTHER VALERIO,Pitangui - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
14,Formiga,IFBA - SALVADOR,Salvador - BA,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
15,Formiga,ESCOLA ESTADUAL NOSSA SENHORA DE GUADALUPE,Lagoa da Prata - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
16,Formiga,DAVID CARNEIRO EWBANK,Franca - SP,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
17,Formiga,EE PROFESSOR JOSE MONTEIRO,Campo Belo - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
18,Formiga,IFMG - CAMPUS SAO JOAO EVANGELISTA,São João Evangelista - MG,Pública Federal,Rural,1,2026-08-19 16:01:00.000000,SUP
19,Formiga,EE PROFESSOR PINHEIRO CAMPOS,Oliveira - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
20,Formiga,EE PEDRO LUIZ,Itapecerica - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Formiga,GERMINARE ESCOLA,São Paulo - SP,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Formiga,EE MODESTO ANTONIO DE OLIVEIRA,Capitólio - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Formiga,EMEF FRANCISCO ARAUJO,Guarapari - ES,Pública Municipal,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Formiga,COLEGIO LOSANGO DE ARCOS,Arcos - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Formiga,E E PROFESSOR JOAO ALVES FILGUEIRAS CAMPOS,Pedra do Indaiá - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Formiga,COLEGIO ESTADUAL EDUARDO BAHIANA,Salvador - BA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
27,Formiga,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
28,Formiga,FUNDAC FUNDACAO ENSINO DE CONTAGEM,Contagem - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
29,Formiga,CAIC NACOES UNIDAS,Rio de Janeiro - RJ,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
30,Formiga,COL COTEMIG FLORESTA,Belo Horizonte - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Governador Valadares,EE PREFEITO JOAQUIM PEDRO NASCIMENTO,Governador Valadares - MG,Pública Estadual,Urbana,7,2026-08-19 16:01:00.000000,SUP
2,Governador Valadares,EE PROFESSOR NELSON DE SENA,Governador Valadares - MG,Pública Estadual,Urbana,7,2026-08-19 16:01:00.000000,SUP
3,Governador Valadares,IFMG - CAMPUS GOVERNADOR VALADARES,Governador Valadares - MG,Pública Federal,Urbana,5,2026-08-19 16:01:00.000000,SUP
4,Governador Valadares,EE PROFESSORA THEOLINDA DE SOUZA CARMO,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
5,Governador Valadares,EE DIOCESANO,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
6,Governador Valadares,EE PROFESSOR DARCY RIBEIRO,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
7,Governador Valadares,EE PROFESSOR PAULO FREIRE,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
8,Governador Valadares,EE FREI INOCENCIO,Frei Inocêncio - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
9,Governador Valadares,EE JULIO SOARES,Governador Valadares - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
10,Governador Valadares,EE JOSE QUARESMA DA COSTA,Águas Formosas - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
11,Governador Valadares,EE JOAO WESLEY,Governador Valadares - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
12,Governador Valadares,CESEC DE GOVERNADOR VALADARES,Governador Valadares - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
13,Governador Valadares,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
14,Governador Valadares,EE SINVAL RODRIGUES COELHO,Governador Valadares - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
15,Governador Valadares,EE PRESIDENTE TANCREDO NEVES,Central de Minas - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
16,Governador Valadares,EE PRESIDENTE KENNEDY,Governador Valadares - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
17,Governador Valadares,COLEGIO ESTADUAL EDIVALDO BOAVENTURA,Maracás - BA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
18,Governador Valadares,SUPREMO PALMAS DE ENSINO LTDA,Palmas - TO,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
19,Governador Valadares,ESCOLA ESTADUAL DARCY AUGUSTO MICHILES,Boa Vista do Ramos - AM,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
20,Governador Valadares,IFC - CAMPUS ARAQUARI,Araquari - SC,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Governador Valadares,EEEFM ANGELICA PAIXAO,Guarapari - ES,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Governador Valadares,EE RIBEIRO DE OLIVEIRA,Entre Rios de Minas - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Governador Valadares,EE PROFESSOR ANTONIO FERNANDES PINTO,Rio Piracicaba - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Governador Valadares,EE PROFESSORA CONCEICAO HILARIO,Contagem - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Governador Valadares,EE DONA CANUTA ROSA OLIVEIRA BARBOSA,Ipatinga - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Governador Valadares,EE DO BAIRRO JARDIM DO IPE,Governador Valadares - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
27,Governador Valadares,ESCOLA ESTADUAL DESEMBARGADOR REGULO TINOCO,Natal - RN,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
28,Governador Valadares,EE ALEXANDRE PEIXOTO DA SILVA,Governador Valadares - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
29,Governador Valadares,COLEGIO ESTADUAL PALMIRA GABRIEL,Barcarena - PA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
30,Governador Valadares,COLEGIO ESTADUAL DA POLICIA MILITAR DE GOIAS UNIDADE PASTOR JOSE ANTERO RIBEIRO,Bom Jesus de Goiás - GO,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Ibirité,IFMG - CAMPUS IBIRITE,Ibirité - MG,Pública Federal,Urbana,14,2026-08-19 16:01:00.000000,SUP
2,Ibirité,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,10,2026-08-19 16:01:00.000000,SUP
3,Ibirité,EE PEDRO EVANGELISTA DINIZ,Ibirité - MG,Pública Estadual,Urbana,4,2026-08-19 16:01:00.000000,SUP
4,Ibirité,EE JUSCELINO KUBITSCHEK DE OLIVEIRA,Ibirité - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
5,Ibirité,ESCOLA SANDOVAL SOARES DE AZEVEDO - ESSA,Ibirité - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
6,Ibirité,EE DOMINGAS MARIA DE ALMEIDA,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
7,Ibirité,EE PROFESSOR CLAUDIO BRANDAO,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
8,Ibirité,EE JOSE RODRIGUES BETIM,Ibirité - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
9,Ibirité,EE JOAO FERREIRA DE FREITAS,Ibirité - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
10,Ibirité,CESEC CLEMENTE DE FARIA,Contagem - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
11,Ibirité,SIC - ESCOLA PROFISSIONALIZANTE SANTO AGOSTINHO,Belo Horizonte - MG,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
12,Ibirité,ESCOLA SESI HAMLETO MAGNAVACCA,Belo Horizonte - MG,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
13,Ibirité,EE GYSLAINE DE FREITAS ARAUJO,Ibirité - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
14,Ibirité,EE ODILON BEHRENS,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
15,Ibirité,EE ANTONIO MARINHO CAMPOS,Ibirité - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
16,Ibirité,IFMG - CAMPUS RIBEIRAO DAS NEVES,Ribeirão das Neves - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
17,Ibirité,EE GOVERNADOR MILTON CAMPOS,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
18,Ibirité,COLEGIO DOS JESUITAS,Juiz de Fora - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
19,Ibirité,EE PROFESSORA MARIA BELMIRA TRINDADE,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
20,Ibirité,COLEGIO TIRADENTES PMMG GAMELEIRA,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Ibirité,EE DOUTOR AURINO MORAIS,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Ibirité,COLEGIO ECCELLENTE - UNIDADE PALMARES,Belo Horizonte - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Ibirité,FUNDAC FUNDACAO ENSINO DE CONTAGEM,Contagem - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Ibirité,COL CHROMOS BARREIRO,Belo Horizonte - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Ibirité,EE JOSE BARBOSA DE SOUZA,Catuti - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Ibirité,EE PROFESSOR ERNESTO CARNEIRO SANTIAGO,Sarzedo - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
27,Ibirité,IFMG - CAMPUS BETIM,Betim - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
28,Ibirité,CEFET-MG - UNED NEPOMUCENO,Nepomuceno - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
29,Ibirité,EE CECILIA MEIRELES,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
30,Ibirité,EE NO PARQUE ELIZABETH,Ibirité - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Ipatinga,EE DONA CANUTA ROSA OLIVEIRA BARBOSA,Ipatinga - MG,Pública Estadual,Urbana,5,2026-08-19 16:01:00.000000,SUP
2,Ipatinga,CEFET-MG - UNED TIMOTEO,Timóteo - MG,Pública Federal,Urbana,3,2026-08-19 16:01:00.000000,SUP
3,Ipatinga,EE JOAO XXIII,Ipatinga - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
4,Ipatinga,IFMG - CAMPUS AVANCADO DE IPATINGA,Ipatinga - MG,Pública Federal,Urbana,3,2026-08-19 16:01:00.000000,SUP
5,Ipatinga,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,2,2026-08-19 16:01:00.000000,SUP
6,Ipatinga,CESEC JOAO GUIMARAES ROSA,Ipatinga - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
7,Ipatinga,EE GERALDO GOMES RIBEIRO,Ipatinga - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
8,Ipatinga,EE FREI MARCELINO DE MILAO,Iapu - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
9,Ipatinga,EE LAURA XAVIER SANTANA,Ipatinga - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
10,Ipatinga,EE PROFESSOR PEDRO CALMON,Coronel Fabriciano - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
11,Ipatinga,EE PRINCESA ISABEL,Caratinga - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
12,Ipatinga,EE HERBERT JOSE DE SOUZA BETINHO,Santana do Paraíso - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
13,Ipatinga,EE PROFESSOR ANTONIO MARCIANO,Joanésia - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
14,Ipatinga,EE DOUTOR JOAQUIM GOMES DA SILVEIRA NETO,Coronel Fabriciano - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
15,Ipatinga,CAMPUS BARBACENA,Barbacena - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
16,Ipatinga,EE SALVELINO FERNANDES MADEIRA,Santana do Paraíso - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
17,Ipatinga,EE NOSSA SENHORA DE FATIMA,Nova Era - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
18,Ipatinga,EE ENGENHEIRO AMARO LANARI JUNIOR,Ipatinga - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
19,Ipatinga,EE ALBERTO GIOVANNINI,Coronel Fabriciano - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
20,Ipatinga,EE DO BAIRRO SAO CAETANO,Betim - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Ipatinga,COLEGIO GENOMA,Teófilo Otoni - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Ipatinga,EE ANTONIO LUIZ,Santana do Paraíso - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Ipatinga,ESCOLA SESI RINALDO CAMPOS SOARES,Ipatinga - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Ipatinga,EE ROTILDINO AVELINO,Coronel Fabriciano - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Ipatinga,EE JOAO COTTA DE FIGUEIREDO BARCELOS,Timóteo - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Ipatinga,CENTRO EDUCA MAIS DR GENESIO REGO,Santo Antônio dos Lopes - MA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
27,Ipatinga,EE ALBERTINO FERREIRA DRUMOND,Santana do Paraíso - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
28,Ipatinga,EE MANOEL LOUREIRO,João Monlevade - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
29,Ipatinga,EE NILZA LUZIA DE SOUZA BUTTA,Ipatinga - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
30,Ipatinga,EE RAULINO COTTA PACHECO,Coronel Fabriciano - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Itabirito,IFMG - CAMPUS AVANCADO ITABIRITO,Itabirito - MG,Pública Federal,Urbana,11,2026-08-19 16:01:00.000000,SUP
2,Itabirito,EE ENGENHEIRO QUEIROZ JUNIOR,Itabirito - MG,Pública Estadual,Urbana,4,2026-08-19 16:01:00.000000,SUP
3,Itabirito,EE INTENDENTE CAMARA,Itabirito - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
4,Itabirito,EE PROFESSOR ANTONIO GONCALVES LANNA,Ponte Nova - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
5,Itabirito,CENTRO DE ENSINO LICEU TUTOIENSE,Tutóia - MA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
6,Itabirito,EE HENRIQUE MICHEL,Itabirito - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
7,Itabirito,EE LUIZ DE MELLO VIANNA SOBRINHO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
8,Itabirito,IFMG - CAMPUS OURO PRETO,Ouro Preto - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
9,Itabirito,ESCOLA ESTADUAL DR TANCREDO DE ALMEIDA NEVES,Curionópolis - PA,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
10,Itabirito,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
11,Itabirito,COLEGIO ESTADUAL QUILOMBOLA DE SAO TOME TEMPO INTEGRAL COMUNIDADE QUILOMBOLA,Campo Formoso - BA,Pública Estadual,Rural,1,2026-08-19 16:01:00.000000,SUP
12,Itabirito,EE MARIA JOSEFINA SALES WARDI,Nova Lima - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
13,Itabirito,NUCLEO EDUC BRAZ NETTO,Contagem - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
1,Ouro Branco,EE CONEGO LUIZ VIEIRA DA SILVA,Ouro Branco - MG,Pública Estadual,Urbana,45,2026-08-19 16:01:00.000000,SUP
2,Ouro Branco,IFMG - CAMPUS OURO BRANCO,Ouro Branco - MG,Pública Federal,Urbana,24,2026-08-19 16:01:00.000000,SUP
3,Ouro Branco,EE IRACEMA DE ALMEIDA,Ouro Branco - MG,Pública Estadual,Urbana,16,2026-08-19 16:01:00.000000,SUP
4,Ouro Branco,EE LEVINDO COSTA CARVALHO,Ouro Branco - MG,Pública Estadual,Urbana,12,2026-08-19 16:01:00.000000,SUP
5,Ouro Branco,EE LAMARTINE DE FREITAS,Congonhas - MG,Pública Estadual,Urbana,10,2026-08-19 16:01:00.000000,SUP
6,Ouro Branco,EE NARCISO DE QUEIROS,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,8,2026-08-19 16:01:00.000000,SUP
7,Ouro Branco,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,5,2026-08-19 16:01:00.000000,SUP
8,Ouro Branco,EE MONSENHOR HORTA,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,5,2026-08-19 16:01:00.000000,SUP
9,Ouro Branco,ESCOLA MUNICIPAL NAPOLEAO REIS,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,4,2026-08-19 16:01:00.000000,SUP
10,Ouro Branco,EE GERALDO BITTENCOURT,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,4,2026-08-19 16:01:00.000000,SUP
11,Ouro Branco,CESEC PROFESSOR JOSE MARTINS SOBRINHO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,4,2026-08-19 16:01:00.000000,SUP
12,Ouro Branco,EE JOSE LEANDRO,Ouro Preto - MG,Pública Estadual,Urbana,3,2026-08-19 16:01:00.000000,SUP
13,Ouro Branco,IFMG - CAMPUS OURO PRETO,Ouro Preto - MG,Pública Federal,Urbana,2,2026-08-19 16:01:00.000000,SUP
14,Ouro Branco,EE DOMINGOS BEBIANO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
15,Ouro Branco,EE JOSE BONIFACIO,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
16,Ouro Branco,CESEC JOSE BRAS DOS REIS,Ouro Branco - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
17,Ouro Branco,EE CORONEL CELSO RESENDE,Caranaíba - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
18,Ouro Branco,EE BARAO DE PARAOPEBA,Congonhas - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
19,Ouro Branco,EE JOAO FELIPE DA ROCHA,Nova Lima - MG,Pública Estadual,Urbana,2,2026-08-19 16:01:00.000000,SUP
20,Ouro Branco,EE CASSIANO MENDES,Pedra Azul - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
21,Ouro Branco,COL POTENCIA,Conselheiro Lafaiete - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
22,Ouro Branco,EE DE EDUCACAO ESPECIAL PROFESSORA MARIA CORREA COUTINHO,Ouro Branco - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
23,Ouro Branco,IFMG - CAMPUS CONGONHAS,Congonhas - MG,Pública Federal,Urbana,1,2026-08-19 16:01:00.000000,SUP
24,Ouro Branco,EE DESEMBARGADOR RODRIGUES CAMPOS,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
25,Ouro Branco,YOLANDA CONTE PROFESSORA,São Vicente - SP,Pública Estadual,Urbana,1,2026-08-19 16:01:00.000000,SUP
26,Ouro Branco,COLEGIO PROVIDENCIA,Mariana - MG,Privada,Urbana,1,2026-08-19 16:01:00.000000,SUP
